country,item_name,veg,non_veg,egg,vegan,quantity_type,quantity,base_cost,calories_kcal,protein_g,fat_g,carbohydrates_g,fiber_g,sugar_g,sodium_mg,USD,EUR,GBP,INR,CNY,BRL,JPY,AUD,CAD,SGD,AED,SAR
United States,Chicken Wings,0,1,0,0,unit,1,35,99,6.4,7.2,1.4,0.0,0.3,180,0.37,0.32,0.27,35.00,2.52,1.84,57.73,0.52,0.50,0.47,1.36,1.39
,Chicken Wrap,0,1,0,0,unit,1,45,310,16.0,11.0,35.0,2.0,2.0,420,0.47,0.41,0.35,45.00,3.24,2.36,74.23,0.66,0.65,0.61,1.73,1.76
India,Chila (Chana/Rice),1,0,0,0,unit,1,20,140,5,3,22,2,0.8,120,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Chilka Roti,0,0,0,1,unit,1,20,130,3.5,2,24,2,0.5,60,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
India,Chilli Chicken,0,1,0,0,g,100,32,215,13.0,12.0,13.0,0.8,3.0,440,0.34,0.29,0.25,32.00,2.30,1.68,52.78,0.47,0.46,0.43,1.25,1.28
Singapore,Chilli Crab,0,1,0,0,g,100,55,150,15.0,5.0,10.0,0.4,4.0,360,0.58,0.50,0.43,55.00,3.96,2.89,90.72,0.81,0.79,0.74,2.13,2.18
India,Chilli Paneer,1,0,0,0,g,100,30,220,10.0,14.0,12.0,0.9,3.5,420,0.32,0.27,0.23,30.00,2.16,1.57,49.49,0.44,0.43,0.40,1.18,1.20
,Chilli Pickle,0,0,0,1,g,100,18,92,1.6,4.4,11.5,2.4,4.0,1460,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Chillies,1,0,0,0,g,100,28.6,63.79,3.53,1.33,3.4,7.69,1.12,4.32,0.3,0.26,0.22,28.6,2.06,1.5,47.18,0.42,0.41,0.38,1.11,1.13
India,Chingri Malai Curry (Prawn),0,1,0,0,g,100,160,175,12,11,6,0.8,2,300,1.69,1.44,1.25,160,11.51,8.4,263.92,2.36,2.3,2.15,6.19,6.32
India,Chingudi Malai (Prawn Curry),0,1,0,0,g,100,160,170,12,11,6,1,2,310,1.69,1.44,1.25,160,11.51,8.4,263.92,2.36,2.3,2.15,6.19,6.32
India,Chiroti,1,0,0,0,unit,1,20,150,2,7,20,0.5,8,40,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Cho-cho-marrow,1,0,0,0,g,100,3,18.88,0.66,0.15,1.93,1.55,0.76,1.28,0.03,0.03,0.02,3,0.22,0.16,4.95,0.04,0.04,0.04,0.12,0.12
,Chocolate,1,0,0,0,g,100,35,546,4.9,31.0,61.0,3.4,48.0,24,0.37,0.32,0.27,35.00,2.52,1.84,57.73,0.52,0.50,0.47,1.36,1.39
,Chocolate Ice Cream,1,0,0,0,g,100,24,216,3.8,11.0,25.0,0.8,22.0,85,0.25,0.22,0.19,24.00,1.73,1.26,39.59,0.35,0.35,0.32,0.92,0.94
,Cholar Dal,1,0,0,0,g,100,30,140,6,4,20,5,2,170,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Chole,0,0,0,1,g,100,11,364,19.3,6.0,61.0,17.0,10.7,24,0.12,0.10,0.09,11.00,0.79,0.58,18.14,0.16,0.16,0.15,0.44,0.45
India,Chole Bhature,1,0,0,0,unit,1,90,420,11,16,58,7,4,520,0.95,0.81,0.7,90,6.48,4.72,148.46,1.33,1.3,1.21,3.48,3.56
India,Chomchom,1,0,0,0,unit,1,15,140,2,3,26,0,20,30,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
China,Chow Fun,0,0,0,1,g,100,22,182,4.1,5.3,29.3,1.1,1.6,335,0.23,0.20,0.17,22.00,1.58,1.15,36.29,0.32,0.32,0.30,0.84,0.86
,Churma,1,0,0,0,unit,1,25,200,3,8,30,1,12,35,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Churma Ladoo,1,0,0,0,unit,1,18,150,2.5,6,22,1,12,20,0.19,0.16,0.14,18,1.3,0.94,29.69,0.27,0.26,0.24,0.7,0.71
Spain,Churros,1,0,0,0,unit,1,12,116,1.7,5.8,14.0,0.4,5.2,65,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
,Clam,1,0,0,0,g,100,26,58.91,11.98,1.16,0,0,0,363,0.27,0.23,0.2,26,1.87,1.36,42.89,0.38,0.37,0.35,1.01,1.03
,Clementine,0,0,0,1,unit,1,10,47,0.9,0.2,12,1.7,9,1,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
,Cloudberry,0,0,0,1,unit,1,15,51,2.4,0.8,8.6,6.3,4.4,1,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Cloves,1,0,0,0,g,100,80,186.66,5.86,8.41,10.67,34.52,2.1,183,0.84,0.72,0.62,80,5.76,4.2,131.96,1.18,1.15,1.08,3.1,3.16
,Cluster beans,1,0,0,0,g,100,6,40.15,3.55,0.37,4.54,4.83,0.12,4.05,0.06,0.05,0.05,6,0.43,0.31,9.9,0.09,0.09,0.08,0.23,0.24
,Cluster Beans (Gawar),0,0,0,1,unit,1,12,32,3,0.4,10.8,3,0,3,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
,Coconut,1,0,0,0,unit,1,30,516.49,5.55,52.32,6.56,13.15,6.56,12.4,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Coconut Chutney,0,0,0,1,g,100,16,210,3.0,18.0,10.0,4.0,2.0,90,0.17,0.14,0.12,16.00,1.15,0.84,26.39,0.24,0.23,0.22,0.62,0.64
,Coconut oil,1,0,0,0,ml,100,20,0,0,100,0,0,0,0,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Coconut Rice,1,0,0,0,unit,1,60,280,4,10,42,2,1.5,220,0.63,0.54,0.47,60,4.32,3.15,98.97,0.88,0.86,0.81,2.32,2.37
,Coconut water,0,0,0,1,unit,1,15,15.3,0.26,0.16,3.06,0,3.06,28.09,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Coffee,0,0,0,1,ml,100,8,35,1.0,1.5,4.8,0.0,3.5,30,0.08,0.07,0.06,8.00,0.58,0.42,13.20,0.12,0.12,0.11,0.29,0.30
Ireland,Colcannon,1,0,0,0,g,100,16,95,2.3,3.2,14.0,1.8,1.4,160,0.17,0.14,0.12,16.00,1.15,0.84,26.39,0.24,0.23,0.22,0.62,0.64
India,Cold Coffee,1,0,0,0,ml,100,14,86,2.6,2.5,13.0,0.0,11.0,38,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
United States,Coleslaw,1,0,0,0,g,100,18,152,1.1,10.0,14.0,2.0,10.0,210,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Colocasia,1,0,0,0,g,100,5,44.06,1.66,0.24,5.67,2.85,0.56,1.86,0.05,0.05,0.04,5,0.36,0.26,8.25,0.07,0.07,0.07,0.19,0.2
,Colocasia leaves,1,0,0,0,g,100,4,43.5,3.42,1.38,2.72,5.6,0.63,12.08,0.04,0.04,0.03,4,0.29,0.21,6.6,0.06,0.06,0.05,0.15,0.16
India,Coorg Pandi Curry,0,1,0,0,g,100,170,310,18,24,3,0.4,1,420,1.79,1.53,1.33,170,12.23,8.92,280.42,2.51,2.45,2.29,6.58,6.72
,Coriander leaves,1,0,0,0,g,100,15,31.07,3.52,0.7,1.23,4.66,0.17,37,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Coriander seeds,1,0,0,0,g,100,38.5,268.88,10.66,17.47,8.45,44.81,2.38,34.41,0.41,0.35,0.3,38.5,2.77,2.02,63.51,0.57,0.55,0.52,1.49,1.52
,Corn,1,0,0,0,unit,1,10,73.14,2.69,1.33,4.61,6.09,0.49,1.4,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
,Corn Masala,0,0,0,1,g,100,40,130,3,6,17,2,4,150,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
,Corn oil,1,0,0,0,ml,100,16,0,0,100.01,0,0,0,0,0.17,0.14,0.12,16,1.15,0.84,26.39,0.24,0.23,0.22,0.62,0.63
,Cornflakes,0,0,0,1,g,100,18,357,7.0,0.4,84.0,3.0,8.0,729,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Cotton seed oil,1,0,0,0,ml,100,15,0,0,99.99,0,0,0,0,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Country hen,1,0,0,0,g,100,35,180.75,19.01,11.71,0,0,0,44.72,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
,Couscous,0,0,0,1,g,100,18,376,12.8,0.6,77.4,5.0,0.0,10,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Cowpea,1,0,0,0,g,100,10,320.27,20.8,1.15,47.3,11.62,1.39,13.1,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
Brazil,Coxinha,0,1,0,0,unit,1,12,140,5.0,7.0,14.0,0.6,0.7,150,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
,Crab,1,0,0,0,g,100,24,75.92,12.94,0.97,0,0,0,279,0.25,0.22,0.19,24,1.73,1.26,39.59,0.35,0.35,0.32,0.93,0.95
,Crab Curry,0,1,0,0,g,100,180,170,14,11,4,0.5,1,310,1.9,1.62,1.4,180,12.95,9.45,296.91,2.65,2.59,2.42,6.96,7.11
,Cranberry,0,0,0,1,unit,1,10,46,0.4,0.1,12.2,4.6,4,2,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
,Cranberry Juice,0,0,0,1,ml,100,30,46,0.1,0.1,12.2,0.1,10.5,2,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Cream Cheese,1,0,0,0,g,100,60,342,6.0,34.0,4.0,0.0,3.2,321,0.63,0.54,0.47,60.00,4.32,3.15,98.97,0.88,0.86,0.81,2.31,2.36
France,Creme Brulee,1,0,0,0,unit,1,30,245,3.9,17.0,21.0,0.0,19.0,52,0.32,0.27,0.23,30.00,2.16,1.57,49.49,0.44,0.43,0.40,1.18,1.20
France,Croissant,1,0,0,0,unit,1,22,231,4.7,12.0,26.0,1.2,6.0,313,0.23,0.20,0.17,22.00,1.58,1.15,36.29,0.32,0.32,0.30,0.84,0.86
,Croissant Sandwich,0,1,0,0,unit,1,55,340,14.0,20.0,27.0,1.2,6.0,520,0.58,0.50,0.43,55.00,3.96,2.89,90.72,0.81,0.79,0.74,2.13,2.18
,Crowberry,0,0,0,1,unit,1,10,40,0.6,0.4,9.5,3.5,4,1,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
,Cucumber,1,0,0,0,unit,1,12,18.88,0.84,0.19,0.77,2.24,0.23,6.87,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
,Cucumber Salad,0,0,0,1,g,100,8,20,0.8,0.2,4.0,0.8,2.0,10,0.08,0.07,0.06,8.00,0.58,0.42,13.20,0.12,0.12,0.11,0.29,0.30
,Cumin seeds,1,0,0,0,g,100,40.9,304.49,13.91,16.64,15.84,30.35,1.38,125,0.43,0.37,0.32,40.9,2.94,2.15,67.46,0.6,0.59,0.55,1.58,1.62
,Curd,1,0,0,0,g,100,12,61,3.5,3.3,4.7,0.0,4.7,46,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
India,Curd Rice,1,0,0,0,unit,1,50,220,5,6,35,1,3,240,0.53,0.45,0.39,50,3.6,2.62,82.48,0.74,0.72,0.67,1.93,1.98
,Currants,1,0,0,0,g,100,30,54.25,1.51,0.53,8.89,4.07,6.33,1.45,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Curry leaves,0,1,0,0,g,100,12,63.58,7.41,1.06,3.66,16.83,0.6,18.66,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
,Custard apple,1,0,0,0,unit,1,10,98.95,1.62,0.67,13.69,5.1,13.35,3.11,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
,Custard Apple (Sitaphal),0,0,0,1,unit,1,18,94,2.1,0.3,23.6,4.4,18,9,0.19,0.16,0.14,18,1.3,0.94,29.69,0.27,0.26,0.24,0.7,0.71
India,Dahi Bhalla,1,0,0,0,unit,1,40,190,5,7,25,2,4,250,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
India,Dahi Puri,1,0,0,0,unit,1,4,42,1.0,1.5,6.0,0.4,1.0,70,0.04,0.04,0.03,4.00,0.29,0.21,6.60,0.06,0.06,0.05,0.15,0.15
India,Dal Baati Churma,1,0,0,0,unit,1,120,520,13,18,75,7,16,350,1.26,1.08,0.94,120,8.63,6.3,197.94,1.77,1.73,1.61,4.64,4.74
India,Dal Bafla,1,0,0,0,unit,1,80,420,11,12,66,6,3,320,0.84,0.72,0.62,80,5.76,4.2,131.96,1.18,1.15,1.08,3.1,3.16
India,Dal Dhokli,1,0,0,0,unit,1,60,280,8,8,44,5,4,260,0.63,0.54,0.47,60,4.32,3.15,98.97,0.88,0.86,0.81,2.32,2.37
India,Dal Fry,0,0,0,1,g,100,14,130,6.0,4.2,16.0,4.0,1.8,220,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
India,Dal Khichdi,0,0,0,1,g,100,12,125,4.0,2.8,20.0,2.1,0.6,110,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
India,Dal Makhani,1,0,0,0,g,100,40,160,7,8,16,5,2,220,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
India,Dal Pitha,1,0,0,0,unit,1,25,160,5,3,28,2,1,90,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
India,Dal Tadka,0,0,0,1,g,100,14,125,6.2,4.0,15.0,4.2,2.0,220,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
,Dalia (broken wheat),0,0,0,1,g,100,8,342,12.3,1.3,75.0,12.5,0.4,5,0.08,0.07,0.06,8.00,0.58,0.42,13.20,0.12,0.12,0.11,0.29,0.30
India,Dalma,1,0,0,0,g,100,30,110,4,4,15,4,2,180,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Damson,0,0,0,1,unit,1,15,46,0.7,0.2,11.4,1.4,9.9,1,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Dark Chocolate,0,0,0,1,g,100,45,598,7.8,43.0,46.0,11.0,24.0,20,0.47,0.41,0.35,45.00,3.24,2.36,74.23,0.66,0.65,0.61,1.73,1.76
,Dates,1,0,0,0,g,100,30,305.77,2,0.37,65.36,8.19,64.14,2.65,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Daulat Ki Chaat,1,0,0,0,unit,1,40,120,3,5,15,0,12,30,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
,Dehrori,1,0,0,0,unit,1,15,140,2,5,22,0.5,10,35,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Dekopon,0,0,0,1,unit,1,20,50,0.8,0.1,13,1.6,10,1,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Dewberry,0,0,0,1,unit,1,10,43,1.5,0.4,9.7,5,4.8,1,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
,Dham,1,0,0,0,unit,1,120,420,12,10,68,7,8,420,1.26,1.08,0.94,120,8.63,6.3,197.94,1.77,1.73,1.61,4.64,4.74
India,Dharwad Peda,1,0,0,0,unit,1,20,110,3,4,16,0,14,35,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
India,Dhokla,1,0,0,0,unit,1,15,79.6,3.4,3,9.9,2,1.8,9.8,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
India,Dhuska,1,0,0,0,unit,1,15,140,3,5,20,1.5,0.8,110,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
China,Dim Sum,0,1,0,0,unit,1,18,55,2.3,1.8,7.1,0.3,0.4,110,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Dodol,1,0,0,0,unit,1,20,180,1.5,5,31,0.5,18,20,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Dohneiiong (Pork Curry with Black Sesame),0,1,0,0,g,100,180,300,17,23,4,1,1,340,1.9,1.62,1.4,180,12.95,9.45,296.91,2.65,2.59,2.42,6.96,7.11
United States,Donut,1,0,0,0,unit,1,15,195,2.1,11.0,22.0,0.7,10.0,190,0.16,0.14,0.12,15.00,1.08,0.79,24.74,0.22,0.22,0.20,0.59,0.60
,Dosa,1,0,0,0,unit,1,20,133,2.7,3.7,21.7,1.5,0.6,160,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
India,Double Ka Meetha,1,0,0,0,unit,1,40,320,5,12,48,1,28,160,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
,Dragon Fruit,0,0,0,1,unit,1,30,57,1.2,0.1,13,3,8,1,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Dragon Fruit Juice,0,0,0,1,ml,100,30,45,0.2,0.1,11,0.4,8,1,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Drumstick,1,0,0,0,unit,1,5,29.4,2.62,0.12,2.77,6.83,1.47,22.38,0.05,0.05,0.04,5,0.36,0.26,8.25,0.07,0.07,0.07,0.19,0.2
,Drumstick (Moringa),0,0,0,1,unit,1,12,37,2.1,0.2,8.5,3.2,2.5,42,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
,Drumstick leaves,1,0,0,0,g,100,4,67.4,6.41,1.64,2.51,8.21,0.02,9.34,0.04,0.04,0.03,4,0.29,0.21,6.6,0.06,0.06,0.05,0.15,0.16
India,Dubki Kadhi,1,0,0,0,g,100,25,95,4,4,11,2,1.5,180,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
India,Dubuk,1,0,0,0,g,100,30,120,6,4,14,3,1,140,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Duck,0,1,0,0,g,100,25,130.74,19.07,6.03,0,0,0,82.25,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
India,Duck Curry,0,1,0,0,g,100,170,260,17,20,3,0.5,0.8,320,1.79,1.53,1.33,170,12.23,8.92,280.42,2.51,2.45,2.29,6.58,6.72
India,Duck Roast,0,1,0,0,g,100,170,280,17,22,3,0.5,0.8,330,1.79,1.53,1.33,170,12.23,8.92,280.42,2.51,2.45,2.29,6.58,6.72
India,Dum Aloo,1,0,0,0,g,100,35,140,3,7,17,2,2,170,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
China,Dumplings,0,1,0,0,unit,1,16,52,2.1,1.5,7.2,0.3,0.4,95,0.17,0.14,0.12,16.00,1.15,0.84,26.39,0.24,0.23,0.22,0.62,0.64
,Durian,0,0,0,1,unit,1,60,147,1.5,5.3,27.1,3.8,19,2,0.63,0.54,0.47,60,4.32,3.15,98.97,0.88,0.86,0.81,2.32,2.37
Ecuador,Ecuadorian Ceviche,0,1,0,0,ml,100,28,82,8.0,2.0,7.1,0.5,2.0,310,0.30,0.25,0.22,28.00,2.01,1.47,46.19,0.41,0.40,0.38,1.10,1.13
,Egg,0,0,1,0,unit,1,7.5,171.14,13.97,12.93,0,0,0,129.14,0.08,0.07,0.06,7.5,0.54,0.39,12.37,0.11,0.11,0.1,0.29,0.3
India,Egg Bhurji,0,0,1,0,g,100,55,170,10,12,4,0.2,1.5,240,0.58,0.5,0.43,55,3.96,2.89,90.72,0.81,0.79,0.74,2.13,2.17
India,Egg Curry,0,0,1,0,g,100,60,150,8,10,5,0.3,1.5,220,0.63,0.54,0.47,60,4.32,3.15,98.97,0.88,0.86,0.81,2.32,2.37
China,Egg Drop Soup,0,0,1,0,ml,100,10,34,2.3,1.8,2.0,0.1,0.4,260,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
China,Egg Fried Rice,0,0,1,0,g,100,22,181,5.4,5.8,27.1,1.3,1.1,360,0.23,0.20,0.17,22.00,1.58,1.15,36.29,0.32,0.32,0.30,0.84,0.86
India,Egg Hakka Noodles,0,0,1,0,g,100,26,190,6.8,6.4,27.0,1.7,2.0,390,0.27,0.23,0.20,26.00,1.87,1.36,42.89,0.38,0.37,0.35,0.99,1.01
,Egg Masala,0,0,1,0,g,100,60,165,9,11,5,0.2,1.5,230,0.63,0.54,0.47,60,4.32,3.15,98.97,0.88,0.86,0.81,2.32,2.37
India,Egg Roll,0,0,1,0,unit,1,30,300,9.0,12.0,37.0,1.8,2.0,340,0.32,0.27,0.23,30.00,2.16,1.57,49.49,0.44,0.43,0.40,1.18,1.20
,Eggplant,0,0,0,1,unit,1,12,25,1,0.2,5.9,3,3.5,2,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
Ecuador,Empanadas de Viento,1,0,0,0,unit,1,18,155,4.1,7.2,17.5,0.7,1.0,170,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Emu,1,0,0,0,g,100,60,132.89,22.65,4.62,0,0,0,48.48,0.63,0.54,0.47,60,4.32,3.15,98.97,0.88,0.86,0.81,2.32,2.37
Ecuador,Encebollado,0,1,0,0,ml,100,20,65,5.4,2.1,5.4,0.6,1.2,240,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
Mexico,Enchiladas,0,1,0,0,unit,1,40,250,11.0,11.0,26.0,2.2,2.5,360,0.42,0.36,0.31,40.00,2.88,2.10,65.98,0.59,0.58,0.54,1.54,1.58
United States,Energy Drink,0,0,0,1,ml,100,12,45,0.0,0.0,11.0,0.0,11.0,80,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
,Eri meen,1,0,0,0,g,100,30,108.51,22.3,2.02,0,0,0,41.19,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Eromba,0,0,0,1,g,100,30,95,2,3,15,3,1.5,140,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
Netherlands,Erwtensoep,0,1,0,0,ml,100,12,68,4.1,2.7,7.5,2.2,1.3,280,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
Italy,Espresso,0,0,0,1,unit,1,10,3,0.2,0.1,0.5,0.0,0.0,1,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
,Etrog,0,0,0,1,unit,1,20,40,0.9,0.2,9.5,3,2.5,1,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Fafda,1,0,0,0,unit,1,12,110,3,6,11,1,0.5,130,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
Mexico,Fajitas,0,1,0,0,g,100,32,170,11.0,8.0,12.0,1.5,2.0,280,0.34,0.29,0.25,32.00,2.30,1.68,52.78,0.47,0.46,0.43,1.25,1.28
Lebanon,Falafel,0,0,0,1,unit,1,12,57,2.0,3.0,5.5,1.6,0.3,95,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
Ecuador,Fanesca,1,0,0,0,ml,100,18,74,3.4,2.8,8.8,1.3,1.5,210,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
India,Faraa,1,0,0,0,unit,1,20,110,3,1.5,21,1.5,0.5,60,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
Brazil,Feijoada,0,1,0,0,g,100,24,176,10.0,9.0,13.0,3.0,0.8,280,0.25,0.22,0.19,24.00,1.73,1.26,39.59,0.35,0.35,0.32,0.92,0.94
,Feni,0,0,0,1,ml,100,40,80,0,0,0,0,0,5,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
,Fenugreek (Methi),0,0,0,1,unit,1,10,49,4.4,0.9,6,1.1,0,67,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
,Fenugreek leaves,1,0,0,0,g,100,4,34.42,3.68,0.83,1.48,4.9,0.88,47.01,0.04,0.04,0.03,4,0.29,0.21,6.6,0.06,0.06,0.05,0.15,0.16
,Fenugreek seeds,1,0,0,0,g,100,8,234.94,25.41,5.72,4.22,47.55,0.55,40.2,0.08,0.07,0.06,8,0.58,0.42,13.2,0.12,0.12,0.11,0.31,0.32
India,Field beans,1,0,0,0,g,100,8.25,155.97,11.63,0.78,22.73,14.43,0.99,7.47,0.08,0.07,0.07,8.25,0.59,0.43,13.61,0.12,0.12,0.11,0.32,0.32
,Fig,1,0,0,0,unit,1,8,81.5,2.03,0.37,9.79,4.64,8.64,2.37,0.08,0.07,0.06,8,0.58,0.42,13.2,0.12,0.12,0.11,0.31,0.32
India,Filter Coffee,1,0,0,0,ml,100,20,45,1.5,1.5,6,0,5,35,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
United Kingdom,Fish and Chips,0,1,0,0,g,100,30,232,11.0,11.0,22.0,1.6,0.7,300,0.32,0.27,0.23,30.00,2.16,1.57,49.49,0.44,0.43,0.40,1.18,1.20
India,Fish Curry,0,1,0,0,g,100,140,119.9,8,7.2,5.8,1.9,3.8,339.6,1.48,1.26,1.09,140,10.07,7.35,230.93,2.06,2.02,1.88,5.42,5.53
,Fish Fry,0,1,0,0,g,100,150,220,18,14,5,0.5,0.5,320,1.58,1.35,1.17,150,10.79,7.87,247.43,2.21,2.16,2.02,5.8,5.93
India,Fish Moilee,0,1,0,0,g,100,150,150,9,10,5,1,2.5,280,1.58,1.35,1.17,150,10.79,7.87,247.43,2.21,2.16,2.02,5.8,5.93
,Fish Tikka,0,1,0,0,g,100,160,210,20,12,4,0.3,0.5,290,1.69,1.44,1.25,160,11.51,8.4,263.92,2.36,2.3,2.15,6.19,6.32
